,game_id,title,platform,platform_type,platform_maker,platform_generation,genre,year,publisher,developer,publisher_region,publisher_tier,esrb_rating,metacritic_score,user_score,critic_review_count,user_review_count,na_sales_million,eu_sales_million,jp_sales_million,other_sales_million,global_sales_million,estimated_revenue_million_usd,launch_price_usd,is_sequel,online_multiplayer,dlc_released,microtransactions,loot_boxes,game_pass_available,vr_support,goty_nominated,goty_won,how_long_to_beat_main_hrs,how_long_to_beat_completionist_hrs,previous_game
38276,G038277,F-Zero : Next Gen,Wii,Console,Nintendo,7,Racing,2006,Nintendo,Nintendo,Japan,AAA,E10+,79,9.3,10,325,11.35,6.73,9.76,2.32,30.16,1467.74,69.99,0,0,1,1,0,0,0,0,0,12.1,49.7,
38277,G038278,Dragon Ball FighterZ Reborn,PlayStation 5,Console,Sony,9,Fighting,2024,Warner Bros. Games,Warner Bros. Games,USA,AAA,T,77,7.8,30,12,10.73,8.59,0.69,1.75,21.76,736.71,79.99,0,1,1,0,0,0,1,0,0,7.3,16.6,
38278,G038279,Hyper Scape : Redux,NES,Console,Nintendo,3,Battle Royale,1994,Nintendo,Nintendo,Japan,AAA,M,77,8.1,10,145,14.03,10.09,7.94,3.38,35.44,1735.29,79.99,0,1,1,0,0,0,0,0,0,84.3,275.5,
38279,G038280,Halo 2,PC,PC,Various,0,Action-Adventure,2000,Sega,Sega,Japan,AAA,E,55,4.4,10,10,4.21,1.81,0.67,0.47,7.16,157.25,19.99,1,0,1,0,0,0,0,0,0,16.5,72.8,Halo: Combat Evolved
38280,G038281,God of Shadow,Game Boy,Handheld,Nintendo,4,Action,1990,Insomniac Games,Insomniac Games,USA,AAA,T,71,7.7,9,103,6.06,2.54,1.4,1.4,11.4,265.91,19.99,0,0,1,0,0,0,0,0,0,14.7,70.5,
38281,G038282,Halo : Next Gen,PlayStation 4,Console,Sony,8,Idle/Clicker,2013,Supergiant Games,Supergiant Games,USA,Indie,E,73,8.0,15,64,0.27,0.18,0.07,0.07,0.59,24.07,69.99,0,0,1,0,0,0,0,0,0,16.3,62.3,
38282,G038283,Elden Dragon,Sega Genesis,Console,Sega,4,Role-Playing,1993,Capcom,Klei Entertainment,Japan,AAA,M,98,9.6,17,121,33.38,25.4,19.33,4.84,82.95,2931.96,79.99,0,0,1,1,0,0,0,0,0,64.1,165.2,
38283,G038284,Call of Duty: Eternal,PC,PC,Various,0,Shooter,2024,Bungie,Bungie,USA,AAA,E10+,84,9.7,11,1072,30.08,24.14,7.52,11.52,73.26,1628.85,14.99,0,1,1,1,1,0,0,0,0,6.6,30.2,
38284,G038285,God of Fire,Xbox Series X/S,Console,Microsoft,9,Action,2023,Rockstar Games,Square Enix,USA,AAA,E10+,81,8.7,14,42,102.72,87.27,18.77,24.05,232.81,9270.21,49.99,0,0,1,1,0,0,0,0,0,12.8,36.6,
38285,G038286,Final Fantasy III,PlayStation 2,Console,Sony,6,Role-Playing,2011,Deep Silver,Deep Silver,Germany,AA,E10+,77,8.0,59,675,0.88,0.52,0.06,0.16,1.62,78.88,69.99,1,0,0,0,0,0,0,0,0,58.7,131.8,Final Fantasy II
38286,G038287,UFC 4,Game Boy Color,Handheld,Nintendo,5,Sports,1998,Obsidian Entertainment,Unknown Worlds,USA,AA,E,70,6.6,26,759,2.03,0.92,0.55,0.52,4.02,134.76,19.99,1,1,1,1,0,0,0,0,0,19.3,63.5,UFC 3
38287,G038288,Titanfall 5,SNES,Console,Nintendo,4,Shooter,1997,Warner Bros. Games,Warner Bros. Games,USA,AAA,T,78,7.8,11,213,7.54,6.0,1.13,2.23,16.9,677.97,69.99,1,1,1,0,0,0,0,0,0,7.9,33.6,Titanfall 4
38288,G038289,Overwatch 2,PC,PC,Various,0,Shooter,1993,Sega,Other,Japan,AAA,T,84,8.2,40,387,33.72,25.7,15.61,7.06,82.09,2005.27,19.99,1,1,0,0,0,0,0,0,0,6.8,26.2,Overwatch
38289,G038290,Shadow of Island,SNES,Console,Nintendo,4,Action,1995,Insomniac Games,Insomniac Games,USA,AAA,E,82,7.5,9,747,11.51,4.91,2.8,1.26,20.48,683.02,69.99,1,0,0,0,0,0,0,0,0,6.0,15.8,
38290,G038291,Call of Duty: Rising Sun,Mobile (Android),Mobile,Google,0,Shooter,2023,2K Games,Electronic Arts,USA,AAA,M,66,7.2,23,50,15.89,11.61,3.56,5.72,36.78,67.15,0.99,0,1,0,1,1,1,0,0,0,8.4,36.4,
38291,G038292,Microsoft Flight Simulator 2025,PlayStation Vita,Handheld,Sony,8,Simulation,2012,Unknown Worlds,Unknown Worlds,USA,Indie,M,67,6.1,16,955,2.27,1.96,0.49,0.29,5.01,162.31,49.99,1,0,0,0,0,0,0,0,0,35.1,165.6,Microsoft Flight Simulator 2024
38292,G038293,Gone Home : Redux,Mobile (Android),Mobile,Google,0,Adventure,2026,ConcernedApe,ConcernedApe,USA,Indie,Not Rated,80,7.8,34,82,3.21,2.37,0.76,1.07,7.41,18.14,4.99,0,1,1,0,0,0,0,0,0,7.2,32.0,
38293,G038294,Dirt 4,PC,PC,Various,0,Racing,2013,Take-Two Interactive,Bethesda Softworks,USA,AAA,M,76,8.0,8,174,9.56,5.84,0.61,3.77,19.78,320.48,39.99,1,0,1,0,0,0,0,0,0,18.8,66.5,Dirt 3
38294,G038295,Super Smash Bros. Reborn,NES,Console,Nintendo,3,Fighting,2001,id Software,Bandai Namco,USA,AAA,M,78,7.5,28,428,11.06,7.15,1.84,2.51,22.56,907.75,69.99,0,1,0,0,0,0,0,0,0,6.5,19.1,
38295,G038296,F-Zero Remastered,Browser,Browser,Various,0,Racing,2000,505 Games,ConcernedApe,Italy,AA,E10+,62,7.4,38,73,1.75,0.78,0.35,0.33,3.21,0.0,0.0,0,0,1,0,0,0,0,0,0,15.5,57.5,
38296,G038297,Rise of the Legend,PC,PC,Various,0,Action,1995,CD Projekt,CD Projekt,Poland,AAA,E,78,8.8,16,373,7.61,5.85,1.32,1.8,16.58,252.83,9.99,0,1,1,1,0,0,0,0,0,9.0,38.1,
38297,G038298,Minecraft 2,Mobile (Android),Mobile,Google,0,Sandbox,2016,Larian Studios,Larian Studios,Belgium,AA,T,57,4.9,25,5,19.9,11.34,1.68,5.69,38.61,104.83,0.99,1,0,1,0,0,0,0,0,0,104.1,282.2,Minecraft
38298,G038299,Need for Speed: Shadow War,SNES,Console,Nintendo,4,Racing,1994,Rockstar Games,Rockstar Games,USA,AAA,Not Rated,69,8.0,11,1642,7.62,5.25,1.16,2.92,16.95,805.77,59.99,0,1,1,0,0,0,0,0,0,11.5,45.2,
38299,G038300,Myst Origins,PC,PC,Various,0,Adventure,1997,Nintendo,Bethesda Softworks,Japan,AAA,M,88,9.4,12,77,3.76,1.83,3.38,1.25,10.22,175.95,14.99,0,0,1,0,0,0,0,0,0,13.4,45.7,
38300,G038301,Goat Simulator 4,PlayStation 5,Console,Sony,9,Simulation,2023,Sega,Raw Fury,Japan,AAA,E10+,74,6.7,51,631,8.4,4.25,5.23,2.02,19.9,655.53,79.99,1,0,1,0,0,0,0,0,0,26.6,85.2,Goat Simulator 3
38301,G038302,Baba Is Saga,PlayStation,Console,Sony,5,Puzzle,1998,Naughty Dog,Naughty Dog,USA,AAA,T,67,6.4,25,221,3.07,1.76,0.55,1.1,6.48,202.61,39.99,0,0,1,1,0,0,0,0,0,10.1,39.4,
38302,G038303,Mortal Kombat VIII,PlayStation 4,Console,Sony,8,Fighting,2019,Chucklefish,Chucklefish,UK,Indie,M,79,6.2,26,86,1.86,1.09,0.18,0.4,3.53,168.19,49.99,1,1,0,0,0,0,0,0,0,8.0,30.6,Mortal Kombat VII
38303,G038304,Final Fantasy VI,Xbox Series X/S,Console,Microsoft,9,Role-Playing,2023,Ubisoft,505 Games,France,AAA,E10+,67,7.4,15,108,11.08,8.97,0.67,2.68,23.4,1018.62,69.99,1,1,1,1,1,0,0,0,0,48.7,115.1,Final Fantasy V
38304,G038305,PUBG: Reckoning,SNES,Console,Nintendo,4,Battle Royale,1995,Paradox Interactive,Paradox Interactive,Sweden,AA,M,55,5.8,16,100,1.31,0.94,0.11,0.45,2.81,114.15,49.99,0,1,0,1,0,0,0,0,0,83.0,335.2,
38305,G038306,Rainbow Six: Valley,Game Boy Color,Handheld,Nintendo,5,Shooter,2000,Sega,id Software,Japan,AAA,T,77,8.4,24,158,3.79,3.37,1.97,0.93,10.06,319.05,19.99,1,1,1,0,0,0,0,0,0,9.4,38.6,
38306,G038307,Ultimate Odyssey,Nintendo 3DS,Handheld,Nintendo,8,Action,2015,Ghost Ship Games,Ghost Ship Games,Denmark,Indie,M,74,8.5,32,199,1.14,0.69,0.27,0.43,2.53,86.55,39.99,0,0,1,0,0,0,0,0,0,11.8,40.5,
38307,G038308,Forza Motorsport 2,PlayStation 5,Console,Sony,9,Racing,2026,Bandai Namco,Bandai Namco,Japan,AAA,T,79,7.2,44,707,11.72,4.79,4.33,1.42,22.26,838.54,79.99,1,0,1,1,0,0,1,0,0,23.9,91.2,Forza Motorsport 1
38308,G038309,NBA 2025,PlayStation,Console,Sony,5,Sports,2004,Team17,Activision Blizzard,UK,AA,Not Rated,64,7.0,34,804,4.08,2.88,0.33,0.86,8.15,367.42,69.99,1,1,0,0,0,0,0,0,0,16.2,56.6,NBA 2024
38309,G038310,Life is Strange 2,Sega Saturn,Console,Sega,5,Adventure,1995,Electronic Arts,Electronic Arts,USA,AAA,E,70,6.9,61,252,1.29,1.09,0.2,0.34,2.92,135.91,69.99,1,0,1,1,0,0,0,0,0,13.0,53.2,Life is Strange
38310,G038311,Rainbow Six: Island,PlayStation 5,Console,Sony,9,Shooter,2025,Unknown Worlds,Devolver Digital,USA,Indie,E,70,5.9,34,399,1.59,1.26,0.21,0.42,3.48,131.76,49.99,1,1,1,1,0,0,0,0,0,8.0,34.4,
38311,G038312,Tekken 3,PlayStation 4,Console,Sony,8,Fighting,2018,Bungie,Bungie,USA,AAA,T,82,8.3,12,112,10.46,8.61,0.95,3.12,23.14,990.59,39.99,1,1,0,0,0,0,0,0,0,7.0,14.5,Tekken 2
38312,G038313,NHL 2024,PC,PC,Various,0,Sports,2016,Warner Bros. Games,Warner Bros. Games,USA,AAA,M,85,8.6,8,498,28.13,22.76,5.54,3.37,59.8,1264.44,49.99,1,1,1,1,1,0,0,1,0,25.5,63.7,NHL 2023
38313,G038314,Super Smash Bros. Origins,Nintendo Switch 2,Hybrid,Nintendo,10,Fighting,2026,Sony Interactive,Sony Interactive,Japan,AAA,T,77,8.3,47,249,8.86,6.85,2.28,0.97,18.96,599.97,39.99,0,1,1,0,0,1,0,0,0,5.6,12.9,
38314,G038315,Mortal Kombat VI,PlayStation 4,Console,Sony,8,Fighting,2019,id Software,id Software,USA,AAA,E,84,8.2,53,174,10.78,7.27,1.02,2.25,21.32,878.83,69.99,1,1,1,0,0,0,0,0,0,7.3,25.7,Mortal Kombat V
38315,G038316,King of Fighters 2026,PC,PC,Various,0,Fighting,1985,Sony Interactive,Sony Interactive,Japan,AAA,E,91,9.7,14,194,15.81,10.89,3.43,4.75,34.88,645.03,14.99,1,1,1,0,0,0,0,1,0,4.4,12.5,King of Fighters 2025
38316,G038317,King of Fighters 2026,Atari 2600,Console,Atari,2,Fighting,1991,CD Projekt,CD Projekt,Poland,AAA,T,75,6.1,11,22,4.18,2.79,0.62,1.22,8.81,334.16,49.99,1,1,1,1,0,0,0,0,0,6.8,13.6,King of Fighters 2025
38317,G038318,Yoshi's Dragon,PlayStation 5,Console,Sony,9,Platform,2025,Focus Entertainment,Klei Entertainment,France,AA,E,58,4.8,8,25,2.81,1.38,0.36,0.58,5.13,191.24,79.99,0,0,1,0,0,1,0,0,0,11.7,25.6,
38318,G038319,Persona 5,PSP,Handheld,Sony,7,Role-Playing,2006,Konami,Konami,Japan,AAA,E10+,69,7.7,31,586,2.03,0.95,1.21,0.26,4.45,150.23,29.99,1,0,1,0,0,0,0,0,0,86.5,342.0,Persona 4
38319,G038320,Silent Hill 5,PC,PC,Various,0,Survival Horror,1995,Sega,Sega,Japan,AAA,E,75,6.7,65,346,7.38,6.29,6.63,2.83,23.13,443.17,14.99,1,0,0,0,0,0,0,0,0,10.3,31.2,Silent Hill 4
38320,G038321,Madden NFL 2023,PC,PC,Various,0,Sports,1995,Konami,Konami,Japan,AAA,E10+,74,7.4,9,32,4.05,3.62,1.55,0.63,9.85,244.21,19.99,1,1,1,0,0,0,0,0,0,23.7,84.2,Madden NFL 2022
38321,G038322,Halo 3,Mobile (Android),Mobile,Google,0,Action,2021,Naughty Dog,Naughty Dog,USA,AAA,E,92,9.3,19,320,147.97,86.89,24.45,18.19,277.5,528.11,0.0,1,1,1,0,0,0,0,1,0,14.4,58.2,Halo 2
38322,G038323,Battlefield Reborn,PlayStation,Console,Sony,5,Shooter,2002,Square Enix,Square Enix,Japan,AAA,E,71,7.6,15,333,6.56,4.79,4.95,1.04,17.34,855.42,39.99,0,1,1,0,0,0,0,0,0,10.4,46.6,
38323,G038324,Overwatch 2,Xbox 360,Console,Microsoft,7,Shooter,2015,Supergiant Games,Motion Twin,USA,Indie,T,74,6.4,5,429,1.5,0.84,0.22,0.48,3.04,150.31,49.99,1,1,0,1,1,0,0,0,0,7.7,34.0,Overwatch
38324,G038325,Iron Unleashed,Xbox One,Console,Microsoft,8,Action,2014,Devolver Digital,Devolver Digital,USA,AA,M,62,6.8,20,69,5.5,4.56,1.42,0.74,12.22,417.31,69.99,0,1,0,0,0,0,0,0,0,17.7,66.9,
38325,G038326,Zelda: New Dawn,PC,PC,Various,0,Adventure,1986,Ubisoft,Supergiant Games,France,AAA,E10+,65,5.8,23,132,1.08,0.9,0.09,0.4,2.47,39.82,29.99,0,0,0,1,0,0,0,0,0,15.1,53.3,
38326,G038327,Call of Duty: New Dawn,Atari 2600,Console,Atari,2,Shooter,1990,Sony Interactive,Sony Interactive,Japan,AAA,M,71,6.7,27,304,12.5,9.42,5.46,2.58,29.96,1091.56,79.99,0,1,1,0,0,0,0,0,0,7.2,34.1,
38327,G038328,Devil May Rise,Game Boy,Handheld,Nintendo,4,Misc,1997,Microsoft Studios,Microsoft Studios,USA,AAA,M,66,7.7,12,629,3.16,1.61,0.73,0.71,6.21,141.51,39.99,0,0,1,0,0,0,0,0,0,7.5,19.8,
38328,G038329,Ancient Genesis,Browser,Browser,Various,0,Action,2013,Devolver Digital,Electronic Arts,USA,AA,T,64,7.4,38,384,1.64,1.12,0.34,0.29,3.39,0.0,0.0,0,0,1,1,1,0,0,0,0,7.0,21.3,
38329,G038330,Lemmings Chronicles,Dreamcast,Console,Sega,6,Puzzle,2000,Square Enix,Sega,Japan,AAA,T,69,6.8,17,408,5.17,2.71,1.13,1.7,10.71,514.52,59.99,0,0,1,0,0,0,0,0,0,8.6,41.1,
38330,G038331,Monument Valley 6,Browser,Browser,Various,0,Puzzle,2003,Valve,Capcom,USA,AAA,E,65,7.7,13,190,5.91,2.58,0.99,1.41,10.89,0.0,0.0,1,0,0,1,0,0,0,0,0,2.5,8.1,Monument Valley 5
38331,G038332,WWE 2026,NES,Console,Nintendo,3,Sports,2000,Remedy Entertainment,Motion Twin,Finland,AA,M,60,6.1,49,47,2.52,2.01,0.75,0.66,5.94,284.92,49.99,1,1,0,1,0,0,0,0,0,22.2,97.1,WWE 2025
38332,G038333,SoulCalibur XI,PlayStation,Console,Sony,5,Fighting,1999,Bandai Namco,Klei Entertainment,Japan,AAA,T,72,8.2,16,1148,7.17,5.87,5.22,1.73,19.99,798.78,49.99,1,1,1,0,0,0,0,0,0,5.5,11.1,SoulCalibur X
38333,G038334,Valorant Reborn,Nintendo 3DS,Handheld,Nintendo,8,Shooter,2012,Electronic Arts,Sega,USA,AAA,E,78,8.0,40,626,8.53,4.86,1.87,1.04,16.3,402.33,19.99,0,1,1,0,0,0,0,0,0,9.8,23.1,
38334,G038335,Planet Reborn,Xbox,Console,Microsoft,6,Simulation,2004,Paradox Interactive,Electronic Arts,Sweden,AA,E10+,65,5.8,9,518,0.59,0.29,0.17,0.2,1.25,58.5,49.99,0,0,0,0,0,0,0,0,0,63.1,127.9,
38335,G038336,Microsoft Flight Simulator 2024,Mobile (Android),Mobile,Google,0,Simulation,2015,tinyBuild,Larian Studios,USA,Indie,M,72,8.1,18,79,1.82,1.58,0.09,0.49,3.98,11.8,0.99,1,0,0,1,0,0,0,0,0,36.7,146.9,Microsoft Flight Simulator 2023
38336,G038337,Rise of the Chronicles,SNES,Console,Nintendo,4,Action-Adventure,2000,Ubisoft,Devolver Digital,France,AAA,T,67,6.8,10,933,5.0,4.48,0.74,1.13,11.35,486.9,39.99,0,0,1,0,0,0,0,0,0,11.3,50.7,
38337,G038338,Rise of the Chronicles,Mobile (iOS),Mobile,Apple,0,Action-Adventure,2008,CD Projekt,CD Projekt,Poland,AAA,T,89,8.5,19,863,18.67,13.71,5.49,1.98,39.85,79.46,2.99,0,1,1,0,0,0,0,0,0,5.4,11.5,
38338,G038339,Devil May Cry,PC,PC,Various,0,Action,2006,Bungie,Ghost Ship Games,USA,AAA,M,74,8.4,14,455,13.84,9.63,3.9,1.86,29.23,570.63,19.99,0,0,0,0,0,0,0,0,0,4.5,13.6,
38339,G038340,Apex: Eternal,Xbox Series X/S,Console,Microsoft,9,Shooter,2022,Square Enix,Ghost Ship Games,Japan,AAA,M,76,7.2,10,188,8.48,4.37,5.45,2.57,20.87,892.52,79.99,0,1,0,1,0,1,0,0,0,8.3,27.7,
38340,G038341,Dirt 6,Mobile (iOS),Mobile,Apple,0,Racing,2019,Square Enix,Square Enix,Japan,AAA,E10+,86,8.6,18,129,47.93,42.61,21.13,7.81,119.48,332.22,2.99,1,0,1,0,0,0,0,0,0,11.4,56.3,Dirt 5
38341,G038342,Call of Duty: Dark Below,PlayStation,Console,Sony,5,Shooter,1996,Ubisoft,Ubisoft,France,AAA,T,65,6.1,13,1169,6.05,4.19,0.94,2.21,13.39,552.48,79.99,0,1,1,0,0,0,0,0,0,5.1,13.8,
38342,G038343,Elden Origins,Xbox Series X/S,Console,Microsoft,9,Role-Playing,2026,Annapurna Interactive,Annapurna Interactive,USA,Indie,T,83,8.8,7,104,1.57,0.82,0.45,0.38,3.22,96.74,49.99,0,1,0,0,0,1,0,0,0,48.0,105.9,
38343,G038344,The Empire Witness,PlayStation Vita,Handheld,Sony,8,Puzzle,2019,Focus Entertainment,Nintendo,France,AA,E,69,7.8,39,42,0.48,0.22,0.05,0.05,0.8,25.9,49.99,0,0,0,0,0,0,0,0,0,8.9,33.3,
38344,G038345,Shadow of Frontier,Nintendo 64,Console,Nintendo,5,Action,1996,Bandai Namco,2K Games,Japan,AAA,T,74,7.8,164,53,35.51,22.0,22.29,8.6,88.4,3300.64,49.99,0,0,1,0,0,0,0,0,0,13.2,60.0,
38345,G038346,Shadow of Abyss,SNES,Console,Nintendo,4,Action,2003,Warner Bros. Games,Motion Twin,USA,AAA,T,87,8.5,9,1149,21.46,18.87,4.38,8.18,52.89,2322.77,49.99,0,1,1,0,0,0,0,1,0,10.7,53.1,
38346,G038347,Civilization II,Nintendo 3DS,Handheld,Nintendo,8,Strategy,2016,Chucklefish,Unknown Worlds,UK,Indie,T,84,7.8,82,71,0.29,0.23,0.02,0.09,0.63,22.04,19.99,1,0,0,0,0,0,0,0,0,36.3,109.7,Civilization
38347,G038348,Mega Man IV,Nintendo DS,Handheld,Nintendo,7,Platform,2005,Take-Two Interactive,Take-Two Interactive,USA,AAA,T,72,6.4,34,1445,4.04,3.25,0.57,1.14,9.0,224.64,19.99,1,0,0,0,0,0,0,0,0,10.7,38.3,Mega Man III
38348,G038349,Devil May Cry,PC,PC,Various,0,Action,1995,Sega,Sega,Japan,AAA,T,78,8.6,2,212,6.31,4.2,1.23,2.49,14.23,344.43,14.99,0,1,1,0,0,0,0,0,0,6.5,25.3,
38349,G038350,Dark Souls 6,Sega Genesis,Console,Sega,4,Role-Playing,1995,Team17,Team17,UK,AA,Not Rated,68,8.0,20,19,1.19,0.92,0.3,0.15,2.56,104.98,79.99,1,0,0,0,0,0,0,0,0,60.6,177.9,Dark Souls 5
38350,G038351,Monument Valley 2,Game Boy Advance,Handheld,Nintendo,6,Puzzle,2006,Larian Studios,Insomniac Games,Belgium,AA,E,71,8.4,7,250,2.35,1.51,0.42,0.46,4.74,121.39,39.99,1,0,0,0,0,0,0,0,0,10.3,42.7,Monument Valley 1
38351,G038352,Shadow of Realm,Nintendo DS,Handheld,Nintendo,7,Action,2004,Obsidian Entertainment,Obsidian Entertainment,USA,AA,E,76,7.6,24,106,0.31,0.28,0.05,0.05,0.69,16.77,39.99,0,0,1,0,0,0,0,0,0,8.2,29.4,
38352,G038353,Rainbow Six: Horizon,Mobile (iOS),Mobile,Apple,0,Shooter,2026,id Software,id Software,USA,AAA,T,63,5.4,40,43,36.58,22.82,6.81,5.86,72.07,184.53,0.99,0,1,0,1,0,1,0,0,0,9.8,24.2,
38353,G038354,Battlefield Empire,Nintendo 64,Console,Nintendo,5,Shooter,1996,Sony Interactive,Sega,Japan,AAA,E,64,4.9,37,40,6.42,3.39,5.63,0.92,16.36,692.38,79.99,0,1,1,0,0,0,0,0,0,4.6,19.4,
38354,G038355,Blaze Unleashed,Xbox Series X/S,Console,Microsoft,9,Action,2026,Larian Studios,Larian Studios,Belgium,AA,E,56,4.4,18,18,10.14,7.36,1.65,2.36,21.51,956.03,79.99,0,0,1,0,0,1,0,0,0,11.6,26.5,
38355,G038356,Super Smash Bros. Odyssey,Xbox,Console,Microsoft,6,Fighting,2005,Obsidian Entertainment,Obsidian Entertainment,USA,AA,T,77,8.1,6,648,3.45,1.99,0.75,0.55,6.74,240.13,49.99,0,1,1,1,0,0,0,0,0,3.7,9.8,
38356,G038357,Apex: Eternal,PlayStation 4,Console,Sony,8,Shooter,2018,Epic Games,Epic Games,USA,AAA,T,70,7.5,14,2660,12.01,8.4,2.64,3.07,26.12,1068.52,69.99,0,1,0,1,1,0,0,0,0,11.7,58.4,
38357,G038358,Euro Truck Simulator 4,Nintendo Switch,Hybrid,Nintendo,9,Simulation,2024,Humble Games,CD Projekt,USA,Indie,T,87,8.0,48,542,1.36,0.89,0.26,0.54,3.05,131.54,49.99,1,0,0,0,0,0,0,1,0,43.8,130.4,Euro Truck Simulator 3
38358,G038359,Super Mario Odyssey,Browser,Browser,Various,0,Platform,2006,Konami,Konami,Japan,AAA,M,84,8.0,9,1806,5.68,4.83,3.89,1.77,16.17,0.0,0.0,0,0,1,0,0,0,0,0,0,10.7,32.5,
38359,G038360,Ridge Racer 5,Dreamcast,Console,Sega,6,Racing,1999,Remedy Entertainment,Remedy Entertainment,Finland,AA,E,81,7.4,64,80,5.19,4.45,0.7,1.6,11.94,441.42,39.99,1,1,0,0,0,0,0,0,0,10.0,37.1,Ridge Racer 4
38360,G038361,Tales of Realm,SNES,Console,Nintendo,4,Role-Playing,1993,Bethesda Softworks,Bethesda Softworks,USA,AAA,E,78,6.5,14,2001,5.51,2.7,0.48,0.99,9.68,419.06,79.99,0,0,1,0,0,0,0,0,0,45.9,91.9,
38361,G038362,Alien: Eternal,PC,PC,Various,0,Survival Horror,2013,id Software,id Software,USA,AAA,E,74,7.1,6,650,1.39,1.24,0.16,0.53,3.32,55.42,19.99,0,1,0,0,0,0,0,0,0,12.0,38.0,
38362,G038363,Tales of Horizon,GameCube,Console,Nintendo,6,Role-Playing,2004,Nintendo,Nintendo,Japan,AAA,E10+,82,7.1,5,105,27.26,14.95,20.36,7.36,69.93,2530.78,79.99,0,0,1,1,0,0,0,0,0,43.7,119.4,
38363,G038364,Inferno Unleashed,Xbox,Console,Microsoft,6,Action,2009,Rockstar Games,Rockstar Games,USA,AAA,E,84,9.5,2,218,21.96,9.89,4.76,7.37,43.98,1451.78,49.99,0,0,1,0,0,0,0,0,0,8.8,32.4,
38364,G038365,Dark Chronicles,PC,PC,Various,0,Misc,2017,Capcom,Obsidian Entertainment,Japan,AAA,E,66,6.0,63,540,6.99,2.8,5.51,1.32,16.62,385.64,19.99,0,0,1,0,0,0,0,0,0,18.9,55.3,
38365,G038366,F1 2023,Browser,Browser,Various,0,Sports,2008,Electronic Arts,Electronic Arts,USA,AAA,T,70,6.3,44,156,21.95,12.71,2.47,2.75,39.88,0.0,0.0,1,1,1,0,0,0,0,0,0,29.1,60.4,F1 2022
38366,G038367,Age of Empires VI,PC,PC,Various,0,Strategy,1992,Ubisoft,Ubisoft,France,AAA,M,70,7.5,11,44,3.75,3.2,0.84,0.71,8.5,145.51,29.99,1,0,0,0,0,0,0,0,0,40.2,106.5,Age of Empires V
38367,G038368,Myst Origins,Game Boy Color,Handheld,Nintendo,5,Adventure,2002,Microsoft Studios,Take-Two Interactive,USA,AAA,E,86,9.9,63,145,1.97,1.31,0.27,0.23,3.78,110.53,49.99,0,1,0,0,0,0,0,1,0,16.7,38.6,
38368,G038369,NHL 2026,NES,Console,Nintendo,3,Sports,1986,Bungie,Bungie,USA,AAA,T,87,7.4,30,653,29.73,15.68,3.06,10.78,59.25,2846.35,39.99,1,1,1,1,0,0,0,1,0,13.9,48.8,NHL 2025
38369,G038370,Sonic the Hedgehog 5,PC,PC,Various,0,Platform,2000,Electronic Arts,Motion Twin,USA,AAA,E,79,7.9,5,1063,14.37,6.09,4.15,4.04,28.65,570.02,14.99,1,0,1,1,0,0,0,0,0,8.1,25.6,Sonic the Hedgehog 4
38370,G038371,StarCraft 3,Xbox Series X/S,Console,Microsoft,9,Strategy,2025,Square Enix,Larian Studios,Japan,AAA,Not Rated,73,7.4,53,741,6.79,4.99,3.08,1.17,16.03,747.14,79.99,1,0,1,0,0,0,0,0,0,36.2,92.4,StarCraft 2
38371,G038372,Euro Truck Simulator 5,SNES,Console,Nintendo,4,Simulation,1994,Konami,505 Games,Japan,AAA,Not Rated,87,9.2,9,67,8.56,3.51,7.23,2.1,21.4,866.53,39.99,1,0,0,0,0,0,0,0,0,28.4,73.6,Euro Truck Simulator 4
38372,G038373,Super Mario Dragon,Wii U,Console,Nintendo,8,Platform,2012,Sony Interactive,Sony Interactive,Japan,AAA,E10+,87,8.6,30,141,4.51,2.33,2.63,1.39,10.86,488.95,49.99,0,0,1,0,0,0,0,0,0,10.8,25.5,
38373,G038374,The Witcher 4: Eternal,Browser,Browser,Various,0,Role-Playing,2014,Bethesda Softworks,Bethesda Softworks,USA,AAA,E,77,7.7,43,185,4.05,1.91,0.62,0.95,7.53,0.0,0.0,0,0,0,0,0,0,0,0,0,73.6,279.1,
38374,G038375,No Man's Sky : Redux,PlayStation 4,Console,Sony,8,Sandbox,2016,Obsidian Entertainment,Obsidian Entertainment,USA,AA,T,70,7.8,28,809,5.14,2.35,1.07,1.51,10.07,413.6,59.99,0,0,0,0,0,0,0,0,0,195.4,561.6,
38375,G038376,Cities: Uprising,PlayStation 4,Console,Sony,8,Simulation,2023,Ubisoft,Ubisoft,France,AAA,T,79,8.5,12,363,5.05,4.29,1.46,1.35,12.15,557.31,79.99,0,1,0,0,0,0,0,0,0,48.1,177.8,
38376,G038377,Epic Knight,Game Boy,Handheld,Nintendo,4,Action-Adventure,1996,Deep Silver,Deep Silver,Germany,AA,M,66,5.6,34,1011,2.58,1.95,0.75,0.31,5.59,160.39,29.99,0,0,1,0,0,0,0,0,0,7.7,36.6,
38377,G038378,Battlefield Awakening,PSP,Handheld,Sony,7,Shooter,2005,Sega,Sega,Japan,AAA,E,86,8.1,34,82,0.87,0.37,0.55,0.11,1.9,65.24,19.99,0,1,1,1,0,0,0,0,0,10.9,35.2,
38378,G038379,God of War,SNES,Console,Nintendo,4,Misc,1995,Double Fine,Double Fine,USA,AA,T,69,8.0,6,245,1.2,0.53,0.2,0.14,2.07,64.55,69.99,0,0,1,1,0,0,0,0,0,9.6,38.8,
